x,getSpeed(x),getSpeed(x)_CI/2,getSpeed(x)_Var,getSpeed(x)_NSamples
115.0,199.53333333333333,2.3075322734767996,38.18850574712269,30
116.0,198.33333333333334,2.164763760421603,33.60919540230152,30
117.0,197.13333333333333,2.1343440220212724,32.67126436781235,30
118.0,196.2,1.7878371507104163,22.92413793103609,30
119.0,195.06666666666666,1.5718376082449315,17.719540229886128,30
120.0,193.53333333333333,1.3292033497329632,12.671264367812345,30
121.0,191.8,1.3672425961700987,13.406896551725744,30
122.0,189.46666666666667,1.307319963047073,12.257471264364069,30
123.0,187.26666666666668,1.1134739353099572,8.891954022989577,30
124.0,185.2,1.0579714304757306,8.027586206898157,30
125.0,183.06666666666666,0.9851781202071885,6.960919540230956,30
126.0,181.26666666666668,1.014037468585308,7.374712643679231,30
127.0,179.46666666666667,1.036546590859635,7.705747126437049,30
128.0,177.6,1.2465741828603252,11.144827586205292,30
129.0,176.46666666666667,1.4268951681961652,14.60229885057498,30
130.0,175.8,1.6537210176389792,19.613793103449883,30
131.0,175.46666666666667,1.791419276423065,23.016091954023256,30
132.0,175.93333333333334,1.903836823336429,25.995402298851644,30
133.0,176.93333333333334,2.0869622419322438,31.236781609196473,30
134.0,178.46666666666667,2.222625654206761,35.42988505747153,30
135.0,180.26666666666668,2.3837828676138364,40.75402298850682,30
136.0,182.13333333333333,2.433289502804145,42.46436781609222,30
137.0,183.73333333333332,2.435659462299469,42.547126436782676,30
138.0,185.46666666666667,2.3773198203811723,40.5333333333336,30
139.0,188.4,2.4251085811502606,42.17931034482598,30
140.0,189.4,2.4838743780973056,44.24827586206736,30
141.0,191.46666666666667,2.393444715730137,41.08505747126062,30
142.0,193.53333333333333,2.373271478077599,40.395402298846825,30
143.0,196.0,2.3778590785984624,40.55172413793103,30
144.0,198.2,2.362441982935759,40.02758620689816,30
145.0,199.93333333333334,2.3224858372290655,38.68505747126544,30
146.0,201.66666666666666,2.360270121311034,39.95402298850842,30
147.0,203.73333333333332,2.3471967498378685,39.51264367816199,30
148.0,205.6,2.319723931343822,38.593103448274256,30
149.0,207.06666666666666,2.128027156013439,32.4781609195413,30
150.0,208.8,1.952379652757012,27.337931034484363,30
151.0,210.2,1.8512552266232927,24.579310344829192,30
152.0,211.46666666666667,1.6749061495558695,20.11954022988131,30
153.0,212.4,1.5920993056630277,18.179310344825982,30
154.0,213.06666666666666,1.4174290082447543,14.409195402299922,30
155.0,213.6,1.299450395903485,12.110344827584601,30
156.0,210.86666666666667,1.2237374182649061,10.740229885053724,30
157.0,208.0,1.1266380525787585,9.10344827586207,30
158.0,205.06666666666666,1.0872571662006705,8.4781609195413,30
159.0,202.2,1.0303433838012128,7.613793103449882,30
160.0,199.4,0.9587964031089493,6.593103448274256,30
161.0,196.93333333333334,1.0420979065590859,7.788505747127507,30
162.0,194.8,1.1283437886844045,9.131034482760226,30
163.0,192.33333333333334,1.1065435322836987,8.781609195404975,30
164.0,189.66666666666666,1.1407745911085114,9.33333333333601,30
165.0,187.0,1.000032512190871,7.172413793103448,30
166.0,184.33333333333334,1.0346895336662645,7.678160919538891,30
167.0,182.0,1.0470077000856621,7.862068965517241,30
168.0,179.26666666666668,1.147498271673883,9.44367816092061,30
169.0,176.6,1.1993977968355736,10.317241379308738,30
170.0,174.06666666666666,1.2047308502459733,10.409195402299922,30
171.0,171.46666666666667,1.1837960847470033,10.050574712643947,30
172.0,169.13333333333333,1.307319963047287,12.257471264368084,30
173.0,166.53333333333333,1.3789146757438353,13.636781609195669,30
174.0,164.0,1.4676464862620637,15.448275862068966,30
175.0,161.2,1.4291397742214516,14.648275862070571,30
176.0,158.4,1.4128990221998705,14.317241379308738,30
177.0,155.93333333333334,1.4641479199362144,15.374712643679231,30
178.0,153.53333333333333,1.4602020132918068,15.291954022988774,30
179.0,151.26666666666668,1.2440002090571645,11.098850574713714,30
180.0,149.0,1.2557968056330144,11.310344827586206,30
181.0,146.93333333333334,1.3407284499457617,12.891954022989577,30
182.0,145.06666666666666,1.3830925112998858,13.719540229886128,30
183.0,143.26666666666668,1.5221094930829824,16.61609195402406,30
184.0,141.2,1.8512552266232927,24.579310344829192,30
185.0,140.2,2.010614469543903,28.993103448277466,30
186.0,139.13333333333333,2.23556723403658,35.84367816091981,30
187.0,138.93333333333334,2.509550834505748,45.167816091955096,30
188.0,139.06666666666666,2.771741476185471,55.098850574713715,30
189.0,137.33333333333334,2.8879553121940233,59.81609195402165,30
190.0,135.66666666666666,2.911169871936283,60.78160919540096,30
191.0,134.53333333333333,2.817846673446656,56.94712643678188,30
192.0,133.06666666666666,3.0175686023825676,65.30574712643785,30
193.0,132.13333333333333,3.0850098042133465,68.25747126436808,30
194.0,131.13333333333333,3.1036555237996906,69.08505747126463,30
195.0,130.8,3.0766865466232405,67.8896551724134,30
196.0,130.66666666666666,2.950541350313449,62.436781609196075,30
197.0,129.66666666666666,3.096831795081618,68.78160919540296,30
198.0,129.0,3.125678489184089,70.06896551724138,30
199.0,128.06666666666666,2.975853493323404,63.51264367815998,30
200.0,127.53333333333333,3.0028741198014073,64.67126436781636,30
